,artists,name,track_id,source,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2436,John Newman,Easy,4mqY9evKlKJAQGYwPSWHyb,Saved,0.000222,0.5,220400,0.815,4mqY9evKlKJAQGYwPSWHyb,3.24e-05,1,0.234,-4.696,1,0.0344,99.991,4,0.196
2437,John Newman,Try,6r1EFxicwQZErnWIhMcjcy,Saved,0.000279,0.553,215192,0.715,6r1EFxicwQZErnWIhMcjcy,3.41e-05,2,0.338,-5.094,0,0.0268,123.985,4,0.293
2438,John Newman,Out Of My Head,5jcmqSlstS6wmcEYDrzdJX,Saved,0.0546,0.329,230684,0.36,5jcmqSlstS6wmcEYDrzdJX,1.5e-06,7,0.108,-8.993,0,0.0338,128.636,4,0.168
2439,John Newman,Cheating,0xQa0s4X2rHvBExmI4r34g,Saved,0.00157,0.509,222219,0.809,0xQa0s4X2rHvBExmI4r34g,0.0,9,0.148,-5.003,1,0.0511,126.103,4,0.293
2440,John Newman,Running,453IAwB308cydiIOq7jcYr,Saved,0.00013,0.512,260149,0.681,453IAwB308cydiIOq7jcYr,0.0,5,0.112,-5.695,0,0.0286,124.033,4,0.0575
2441,John Newman,Gold Dust,47ZnOziBOX1dgpgOBHSIfC,Saved,0.0117,0.509,212740,0.884,47ZnOziBOX1dgpgOBHSIfC,0.0,0,0.187,-3.934,1,0.0722,98.038,4,0.321
2442,John Newman,Goodnight Goodbye,4Ii0kCSay3SRlzEwkd4krM,Saved,3e-05,0.545,223511,0.829,4Ii0kCSay3SRlzEwkd4krM,0.00196,11,0.109,-6.057,1,0.0333,115.953,4,0.162
2443,John Newman,All I Need Is You,0feKXf89AgNysKlyjnZqmx,Saved,0.000364,0.507,202595,0.794,0feKXf89AgNysKlyjnZqmx,0.00108,1,0.0794,-4.969,1,0.0308,95.504,4,0.236
2444,John Newman,Nothing,3tGEIwcNdFhqREpo2XpNHq,Saved,5.02e-05,0.604,213747,0.821,3tGEIwcNdFhqREpo2XpNHq,0.00977,6,0.0643,-4.7,1,0.0315,117.948,4,0.68
2445,Foster The People,Fire Escape,1NCpNh3FtNEFIDOx22umJW,Saved,0.922,0.52,262133,0.046,1NCpNh3FtNEFIDOx22umJW,0.000603,4,0.357,-18.043,1,0.0401,103.501,4,0.0777
2446,Foster The People,Waste,2UyWClHKt6fut3IpS2tJiR,Saved,0.0633,0.681,205587,0.736,2UyWClHKt6fut3IpS2tJiR,7.96e-06,8,0.0596,-6.269,1,0.0288,125.976,4,0.849
2447,Foster The People,Life on the Nickel,2D1uFfnp5ylRPNYbdEa5Kv,Saved,0.0523,0.694,215307,0.951,2D1uFfnp5ylRPNYbdEa5Kv,0.00338,5,0.293,-5.4,0,0.0784,120.014,4,0.74
2448,Foster The People,Miss You,2aCsRmHTuWPL7WnL5uSijc,Saved,0.0214,0.625,212893,0.994,2aCsRmHTuWPL7WnL5uSijc,0.0166,0,0.0954,-3.951,0,0.184,120.994,4,0.113
2449,Foster The People,Warrant,0QOwak4SMvE1p2apLbDu8c,Saved,0.0143,0.626,323067,0.823,0QOwak4SMvE1p2apLbDu8c,0.00303,0,0.128,-5.46,1,0.0547,120.012,4,0.297
2450,Foster The People,Helena Beat,4VbDJMkAX3dWNBdn3KH6Wx,Saved,0.0127,0.67,276173,0.876,4VbDJMkAX3dWNBdn3KH6Wx,0.00302,5,0.109,-4.905,0,0.0536,126.968,4,0.736
2451,Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,Saved,0.145,0.733,239600,0.71,7w87IxuO7BDcJ3YUqCyMTT,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965
2452,Foster The People,Call It What You Want,3u1Er1rkjn1oSz1xdZH3ZD,Saved,0.0483,0.641,238787,0.967,3u1Er1rkjn1oSz1xdZH3ZD,0.000276,5,0.442,-4.289,0,0.0601,113.017,4,0.725
2453,Foster The People,Don't Stop (Color on the Walls),4HRa9ZWcmZ8JD7UySPu0wT,Saved,0.00183,0.611,174920,0.948,4HRa9ZWcmZ8JD7UySPu0wT,0.0995,1,0.0969,-3.751,0,0.0753,133.004,4,0.79
2454,Foster The People,I Would Do Anything for You,5fgb3Md1xjt3mxeBqguiIA,Saved,0.0372,0.597,214080,0.848,5fgb3Md1xjt3mxeBqguiIA,2.33e-05,0,0.122,-5.841,1,0.0308,128.009,4,0.437
2455,Foster The People,Houdini,5Fli1xRi01bvCjsZvKWro0,Saved,0.00762,0.632,202467,0.908,5Fli1xRi01bvCjsZvKWro0,0.000172,8,0.167,-3.511,1,0.0458,110.024,4,0.764
2456,San Fermin,Sonsick,5A6zwQUMz7TXI1Q66Ezciu,Saved,0.0209,0.46,253427,0.612,5A6zwQUMz7TXI1Q66Ezciu,0.00032,0,0.341,-5.856,1,0.0393,147.751,4,0.528
2457,Cold War Kids,Mine Is Yours,4GCqDcBhYAcUukTiaCQVsF,Saved,0.13,0.568,256733,0.729,4GCqDcBhYAcUukTiaCQVsF,0.00032,11,0.0968,-8.565,1,0.0363,93.396,4,0.22
2458,Cold War Kids,Louder Than Ever,6585iOVmxbeajz410jnW8C,Saved,0.0371,0.325,164280,0.833,6585iOVmxbeajz410jnW8C,0.0,1,0.152,-5.431,0,0.0447,149.437,4,0.728
2459,Cold War Kids,Royal Blue,6nUjHZ93o0bNcyTa6Cr674,Saved,0.0649,0.649,213893,0.671,6nUjHZ93o0bNcyTa6Cr674,0.00129,11,0.0768,-8.073,1,0.0455,107.943,4,0.447
2460,Cold War Kids,Finally Begin,3ZosE9tvKJgVotUoZhaQNH,Saved,0.00975,0.585,221667,0.679,3ZosE9tvKJgVotUoZhaQNH,0.0,4,0.0874,-6.188,1,0.031,106.981,4,0.498
2461,Cold War Kids,Out Of The Wilderness,5EYEbXA0F6jjxT167uK3YG,Saved,0.0328,0.295,247080,0.687,5EYEbXA0F6jjxT167uK3YG,0.00291,8,0.085,-7.246,1,0.0418,83.712,3,0.312
2462,Cold War Kids,Skip The Charades,62kRINdAhqvfOLOq7rP3kw,Saved,0.00301,0.437,265413,0.587,62kRINdAhqvfOLOq7rP3kw,6.61e-05,4,0.0962,-6.561,1,0.0315,113.751,4,0.313
2463,Cold War Kids,Sensitive Kid,6hDm865QmnIeRc3F260xDX,Saved,0.0093,0.704,213253,0.569,6hDm865QmnIeRc3F260xDX,0.000128,9,0.0317,-7.898,1,0.155,179.83,4,0.847
2464,Cold War Kids,Bulldozer,4X1nlFB63b2W6HD72w6JJJ,Saved,0.0599,0.464,302307,0.537,4X1nlFB63b2W6HD72w6JJJ,1.5e-05,7,0.109,-8.609,0,0.0356,126.566,4,0.307
2465,Cold War Kids,Broken Open,75zs6iODTdwjJDnd0Vyck7,Saved,0.0768,0.374,279133,0.627,75zs6iODTdwjJDnd0Vyck7,0.0,2,0.109,-6.754,1,0.0379,112.336,4,0.442
2466,Cold War Kids,Cold Toes On The Cold Floor,53pxfMtiDcbkMxVqK4XHes,Saved,0.0368,0.514,246533,0.61,53pxfMtiDcbkMxVqK4XHes,3.36e-05,0,0.108,-7.591,0,0.03,78.935,4,0.506
2467,Cold War Kids,Flying Upside Down,3VfZOSQEuz6LE2seY60ddD,Saved,0.00204,0.407,258053,0.706,3VfZOSQEuz6LE2seY60ddD,0.00837,2,0.119,-6.829,1,0.0471,140.091,4,0.211
2468,Caught A Ghost,Relentless,6mPFBXcvbr9NTq9UXfdQ4j,Saved,0.259,0.796,174660,0.853,6mPFBXcvbr9NTq9UXfdQ4j,0.0,0,0.0354,-6.698,1,0.0456,124.999,4,0.886
2469,Ben Howard,Old Pine,4PXb4gyyo85e3IYXa0eWkk,Saved,0.45,0.401,328507,0.364,4PXb4gyyo85e3IYXa0eWkk,0.0503,5,0.162,-10.836,1,0.033,129.568,4,0.224
2470,Ben Howard,Diamonds,4nppThfmkugGxFJjKzmmhm,Saved,0.0827,0.534,246773,0.683,4nppThfmkugGxFJjKzmmhm,0.0085,7,0.158,-10.153,1,0.0357,119.929,4,0.276
2471,Ben Howard,The Wolves,2eCTe3QlYxQlBhPTSMVIRU,Saved,0.272,0.483,309347,0.543,2eCTe3QlYxQlBhPTSMVIRU,0.00708,0,0.127,-9.903,0,0.0325,119.235,4,0.489
2472,Ben Howard,Everything,2zV1gCyzRLa6ODtIO3XNY6,Saved,0.724,0.514,285507,0.261,2zV1gCyzRLa6ODtIO3XNY6,0.00194,3,0.0469,-16.402,1,0.0498,141.393,4,0.346
2473,Ben Howard,Only Love,0QB71BDzh36guAExsTIgNO,Saved,0.3,0.545,249173,0.485,0QB71BDzh36guAExsTIgNO,0.00137,8,0.119,-9.941,1,0.151,80.401,4,0.341
2474,Ben Howard,The Fear,0FewJiOWwwe7jKy9opGkpz,Saved,0.421,0.6,260342,0.547,0FewJiOWwwe7jKy9opGkpz,0.0104,11,0.113,-9.653,1,0.0313,125.909,4,0.444
2475,Ben Howard,Keep Your Head Up,2XFHhqYYnpgtMP2K1ZGQO9,Saved,0.439,0.508,264547,0.596,2XFHhqYYnpgtMP2K1ZGQO9,9.84e-06,4,0.111,-9.034,0,0.0334,79.36,4,0.4
2476,Ben Howard,Black Flies,5OebIZWU7MdW00L5NYN8vn,Saved,0.44,0.581,381507,0.36,5OebIZWU7MdW00L5NYN8vn,0.00589,8,0.0924,-13.174,1,0.0289,132.469,4,0.107
2477,Ben Howard,Gracious,2P1ZDHl9CAy1zm8PxbHbAq,Saved,0.848,0.397,297173,0.251,2P1ZDHl9CAy1zm8PxbHbAq,0.00138,11,0.0903,-15.434,0,0.0318,157.547,4,0.193
2478,Ben Howard,Promise,7e5ce24mVnH7cgt00Zbh6C,Saved,0.889,0.367,384080,0.189,7e5ce24mVnH7cgt00Zbh6C,0.428,2,0.364,-15.736,1,0.0384,156.643,4,0.177
2479,Ben Howard,These Waters,2Dnj8Pza440llqJWTTzcEI,Saved,0.275,0.42,248000,0.45,2Dnj8Pza440llqJWTTzcEI,0.000335,10,0.113,-9.934,1,0.0306,145.451,4,0.318
2480,Ben Howard,Empty Corridors - Live,3gCXw7q92SGeNT8SKIU9ND,Saved,0.309,0.477,326067,0.529,3gCXw7q92SGeNT8SKIU9ND,0.000492,4,0.7,-9.59,0,0.0423,142.69,4,0.249
2481,Ben Howard,Under The Same Sun,673T4Xz4q8xT5dUtD2Ankk,Saved,0.171,0.526,286280,0.567,673T4Xz4q8xT5dUtD2Ankk,0.302,9,0.0874,-12.174,0,0.0487,148.465,4,0.183
2482,Ben Howard,Bones,6clbT5CxUUDgVX1BjrxPJz,Saved,0.684,0.364,345747,0.207,6clbT5CxUUDgVX1BjrxPJz,0.0,0,0.315,-12.905,1,0.0424,65.907,3,0.138
2483,Ben Howard,I Will Be Blessed,6cBUCs1geaG9q6HQPzRyL0,Saved,0.718,0.445,331173,0.361,6cBUCs1geaG9q6HQPzRyL0,0.0289,0,0.393,-13.183,1,0.0271,77.434,4,0.272
2484,Ben Howard,Move Like You Want - Live,3vbuadCnk7gJcN8eDlBHco,Saved,0.111,0.45,501133,0.748,3vbuadCnk7gJcN8eDlBHco,0.00292,6,0.962,-8.164,0,0.0388,121.753,4,0.633
2485,Ben Howard,Esmerelda,7bV3OXKg3KeKPOrldnIHJh,Saved,0.87,0.341,284549,0.583,7bV3OXKg3KeKPOrldnIHJh,0.347,2,0.262,-9.628,0,0.0408,172.268,4,0.408
2486,Ben Howard,Oats In The Water,1HidXiBQMyHrTf94vxiOLi,Saved,0.273,0.356,299382,0.474,1HidXiBQMyHrTf94vxiOLi,0.304,2,0.184,-9.41,0,0.0283,130.193,4,0.094
2487,Ben Howard,To Be Alone,1XVmGe4dSzHLBdOYkFHZIs,Saved,0.528,0.276,337802,0.448,1XVmGe4dSzHLBdOYkFHZIs,0.358,4,0.13,-12.525,0,0.0411,144.039,4,0.197
2488,"Ben Howard, Monica Heldal",Burgh Island,69FrHBuFOJPcFB3FeWPEET,Saved,0.94,0.353,493245,0.186,69FrHBuFOJPcFB3FeWPEET,0.343,0,0.0968,-13.734,1,0.0493,120.836,4,0.0781
2489,Kendrick Lamar,Sherane a.k.a Master Splinter?s Daughter,0qGFnxDIqGBIq2D3zNbjk9,Saved,0.486,0.503,273640,0.508,0qGFnxDIqGBIq2D3zNbjk9,0.0102,10,0.124,-11.094,0,0.52,81.908,4,0.317
2490,Kendrick Lamar,The Art of Peer Pressure,0d0jsoba88SpOoFxCxA2rZ,Saved,0.286,0.555,324533,0.611,0d0jsoba88SpOoFxCxA2rZ,0.00106,10,0.273,-9.216,0,0.356,94.939,4,0.411
2491,"Kendrick Lamar, Jay Rock",Money Trees,0AOvNRgl0SMfOibWA5bP8o,Saved,0.0703,0.716,386907,0.531,0AOvNRgl0SMfOibWA5bP8o,0.0,7,0.224,-7.355,1,0.122,71.994,4,0.344
2492,"Kendrick Lamar, Drake",Poetic Justice,2P3SLxeQHPqh8qKB6gtJY2,Saved,0.157,0.779,300160,0.572,2P3SLxeQHPqh8qKB6gtJY2,0.0,6,0.246,-9.985,0,0.378,135.956,4,0.647
2493,"Kendrick Lamar, MC Eiht",m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,Saved,0.0538,0.487,350120,0.729,2cDCojn6uIBM6A5xTAbl3H,4.07e-06,2,0.44,-6.815,1,0.271,91.048,4,0.217
2494,Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst",3q2v8QaTnHLveAQzR6gvYm,Saved,0.303,0.654,723573,0.753,3q2v8QaTnHLveAQzR6gvYm,8.08e-05,11,0.13,-7.556,0,0.395,110.722,5,0.371
2495,"Kendrick Lamar, Dr. Dre",Compton,1wf4LnpdAhLaoI2WwYDKAE,Saved,0.0815,0.342,248093,0.907,1wf4LnpdAhLaoI2WwYDKAE,0.0,1,0.383,-4.432,0,0.415,170.38,4,0.225
2496,"Kendrick Lamar, Dr. Dre",The Recipe - Bonus Track,1eRBW1HcyM1zPlxO26cScZ,Saved,0.000589,0.759,352853,0.782,1eRBW1HcyM1zPlxO26cScZ,0.0,11,0.35,-6.975,0,0.0741,131.04,4,0.507
2497,Kendrick Lamar,Black Boy Fly - Bonus Track,1H7yy9jlDYS2EBF41J6Yf5,Saved,0.108,0.593,279147,0.731,1H7yy9jlDYS2EBF41J6Yf5,1.52e-06,1,0.103,-5.21,1,0.149,160.084,4,0.61
2498,"Kendrick Lamar, Mary J. Blige",Now Or Never - Bonus Track,4KjnaUNYPwGnJjoeTFlt91,Saved,0.264,0.528,256013,0.708,4KjnaUNYPwGnJjoeTFlt91,0.0,7,0.308,-5.879,0,0.207,97.8,4,0.781
2499,"Kendrick Lamar, Dr. Dre",The Recipe (Black Hippy Remix) - Bonus Track,5UHjWOJA6MDl1g3x2HC68V,Saved,0.000588,0.723,262920,0.758,5UHjWOJA6MDl1g3x2HC68V,0.0,1,0.357,-7.303,0,0.148,131.051,4,0.628
2500,Kendrick Lamar,"Bitch, Don?t Kill My Vibe",712uvW1Vezq8WpQi38v2L9,Saved,0.0152,0.587,310720,0.698,712uvW1Vezq8WpQi38v2L9,0.0,1,0.442,-8.948,1,0.0943,133.954,4,0.0985
2501,Kendrick Lamar,good kid,5vuJuBqwzHJgCA1ysRfwxZ,Saved,0.0623,0.451,214120,0.831,5vuJuBqwzHJgCA1ysRfwxZ,0.0,5,0.185,-8.641,0,0.307,176.162,4,0.41
2502,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,5ujh1I7NZH5agbwf7Hp8Hc,Saved,0.123,0.716,313787,0.485,5ujh1I7NZH5agbwf7Hp8Hc,2.69e-05,1,0.604,-7.745,1,0.404,74.132,4,0.26
2503,"Kendrick Lamar, Anna Wise",Real,5d8yMIlqJH78lwOUP7T3oF,Saved,0.0282,0.652,443413,0.458,5d8yMIlqJH78lwOUP7T3oF,0.0,1,0.664,-12.272,1,0.194,100.046,4,0.174
2504,"Kendrick Lamar, JAY-Z","Bitch, Don?t Kill My Vibe - Remix",7ALEBJ8LOQqXVJ2tqnXtoH,Saved,0.0545,0.631,278800,0.791,7ALEBJ8LOQqXVJ2tqnXtoH,0.0,1,0.226,-5.776,1,0.227,133.672,4,0.123
2505,Caught A Ghost,No Sugar In My Coffee,3eu6yCblDDyuqvDTkPZksu,Saved,0.575,0.719,208213,0.576,3eu6yCblDDyuqvDTkPZksu,1.03e-05,8,0.162,-6.363,1,0.224,85.035,4,0.429
2506,Caught A Ghost,Sleeping At Night,6BpzEAeO8k4C2MQl94JrEC,Saved,0.406,0.762,209067,0.904,6BpzEAeO8k4C2MQl94JrEC,1.4e-05,1,0.319,-5.311,1,0.123,149.942,4,0.644
2507,Caught A Ghost,Human Nature,2vzcOv9oknYgbiZXUadJAD,Saved,0.269,0.668,214733,0.581,2vzcOv9oknYgbiZXUadJAD,3.48e-06,0,0.0852,-6.92,1,0.0437,109.978,4,0.653
2508,Caught A Ghost,Time Go,43LyU3AugjPv9B8tcWSt3u,Saved,0.338,0.48,250707,0.649,43LyU3AugjPv9B8tcWSt3u,8.07e-05,5,0.127,-8.25,1,0.0649,159.876,4,0.502
2509,Caught A Ghost,uuu,3cMv8Yu0PVqL5Z2Qm3Qbk6,Saved,0.186,0.726,223693,0.89,3cMv8Yu0PVqL5Z2Qm3Qbk6,0.000875,0,0.0877,-5.609,1,0.121,119.984,4,0.373
2510,Caught A Ghost,Can't Let Go,2VmAOftXmNN4TvmBh1y13e,Saved,0.00769,0.538,177733,0.618,2VmAOftXmNN4TvmBh1y13e,0.238,7,0.0873,-8.967,0,0.0419,90.03,4,0.193
2511,Caught A Ghost,Hold Out,1z8uOiD6QRZd53GZAGqCPO,Saved,0.088,0.689,191453,0.785,1z8uOiD6QRZd53GZAGqCPO,0.000128,11,0.0893,-6.853,0,0.0586,111.872,4,0.74
2512,Caught A Ghost,Connected,097TwCpuLmF0Mw9bNfvrna,Saved,0.196,0.774,205400,0.622,097TwCpuLmF0Mw9bNfvrna,0.198,2,0.167,-7.416,1,0.0333,115.083,4,0.763
2513,Caught A Ghost,Somehow,26Vp3FyPrPzQN2hAaHN6zm,Saved,0.256,0.708,216667,0.759,26Vp3FyPrPzQN2hAaHN6zm,5.91e-06,4,0.215,-8.37,0,0.0539,87.527,4,0.843
2514,Caught A Ghost,Nothing For You Here,3E85yDsYXFFQ6d07MHnOm8,Saved,0.199,0.824,206707,0.677,3E85yDsYXFFQ6d07MHnOm8,0.000206,1,0.345,-7.186,1,0.0397,99.052,4,0.639
2515,Caught A Ghost,Better,6pZybOU1mmpaqpzwrl1b62,Saved,0.0547,0.522,226867,0.575,6pZybOU1mmpaqpzwrl1b62,0.000253,1,0.0583,-8.495,1,0.0811,169.916,4,0.458
2516,Caught A Ghost,Get Louder,2UeH2paiJvjvhhj85t9jkW,Saved,0.119,0.702,207987,0.682,2UeH2paiJvjvhhj85t9jkW,1.06e-05,0,0.147,-8.207,1,0.0387,100.057,4,0.72
2517,The Rubens,The Best We Got,3awmJvlojo214TBiKzq1ID,Saved,0.0106,0.392,235213,0.92,3awmJvlojo214TBiKzq1ID,1.33e-05,9,0.0979,-4.114,0,0.0399,190.096,4,0.586
2518,The Rubens,My Gun,6MQGNPNpnOcBrC7yflwzQq,Saved,0.00432,0.507,190307,0.881,6MQGNPNpnOcBrC7yflwzQq,0.00466,5,0.0608,-3.668,0,0.0418,200.045,4,0.678
2519,The Rubens,Never Be the Same,3JgGLGfCJxvHz016ohbQhB,Saved,0.172,0.505,204467,0.522,3JgGLGfCJxvHz016ohbQhB,0.00011,3,0.114,-6.668,1,0.0267,89.953,4,0.326
2520,The Rubens,Lay It Down,5hxwASfj7iXwXJ9ljqUqOd,Saved,0.0777,0.425,231040,0.806,5hxwASfj7iXwXJ9ljqUqOd,0.000126,7,0.104,-3.852,1,0.0483,150.124,3,0.414
2521,The Rubens,Be Gone,6KKrvMuXGmbsFRgUvQ2J3u,Saved,0.00612,0.262,179560,0.892,6KKrvMuXGmbsFRgUvQ2J3u,0.00519,4,0.378,-3.828,1,0.0529,74.433,4,0.344
2522,The Rubens,Elvis,0XJWPRRz2ox2uVD4rjOfzO,Saved,0.0046,0.361,200920,0.722,0XJWPRRz2ox2uVD4rjOfzO,0.0356,4,0.102,-5.132,1,0.0412,123.026,3,0.536
2523,The Rubens,The Day You Went Away,4RQD1CySdmV4ulJSAi32pf,Saved,0.000621,0.558,194120,0.883,4RQD1CySdmV4ulJSAi32pf,0.000365,6,0.0999,-4.375,0,0.0356,96.968,4,0.8
2524,The Rubens,I'll Surely Die,505hcmko3QLhVyuQNGOdDW,Saved,0.0109,0.456,225907,0.757,505hcmko3QLhVyuQNGOdDW,0.000175,9,0.104,-4.928,0,0.0329,144.102,4,0.462
2525,The Rubens,"Look Good, Feel Good",2vtz0N9f4jTRn4krK09xQN,Saved,0.00792,0.546,211067,0.905,2vtz0N9f4jTRn4krK09xQN,0.00375,4,0.118,-4.765,0,0.0325,91.272,4,0.704
2526,The Rubens,Don't Ever Want to Be Found,5vxuEepJPsnMSp9PStpQv9,Saved,0.00228,0.502,199080,0.871,5vxuEepJPsnMSp9PStpQv9,1.57e-05,4,0.195,-3.409,0,0.0602,118.949,4,0.579
2527,The Rubens,Paddy,6NfyIOAaIjPq316pVXlga4,Saved,0.0157,0.406,233760,0.665,6NfyIOAaIjPq316pVXlga4,7.74e-06,2,0.152,-4.673,1,0.034,117.017,3,0.378
2528,Broken Bells,The High Road,5cwN1htZyoWqZCc33f3RfE,Saved,0.0682,0.61,232200,0.637,5cwN1htZyoWqZCc33f3RfE,6.12e-06,0,0.284,-6.574,1,0.0238,79.955,4,0.609
2529,Broken Bells,Vaporize,4EKKyep9jT8u5WpLC1qLrL,Saved,0.0236,0.557,209200,0.588,4EKKyep9jT8u5WpLC1qLrL,0.00155,0,0.523,-8.487,1,0.0293,95.998,4,0.477
2530,Broken Bells,Your Head Is On Fire,6BIzzDdmzpQujSTAAkuPtG,Saved,0.0704,0.28,182027,0.782,6BIzzDdmzpQujSTAAkuPtG,0.0732,4,0.0746,-7.223,1,0.0428,179.708,4,0.431
2531,Broken Bells,The Ghost Inside,32fmQsWSAaDas2MJRyMSGG,Saved,0.0571,0.869,198040,0.7,32fmQsWSAaDas2MJRyMSGG,0.414,2,0.0691,-4.966,1,0.0419,103.983,4,0.983
2532,Broken Bells,Sailing to Nowhere,1m2K0sPmwlktrmsqfSCsvb,Saved,0.718,0.585,226067,0.425,1m2K0sPmwlktrmsqfSCsvb,0.0581,10,0.254,-8.174,0,0.0302,125.928,3,0.143
2533,Broken Bells,Trap Doors,4WvfcU7QCkI49HjUQckTqA,Saved,0.217,0.533,199160,0.621,4WvfcU7QCkI49HjUQckTqA,0.51,2,0.0885,-4.34,1,0.0269,173.486,4,0.274
2534,Broken Bells,Citizen,2OezgBTkkaMfwfCYCBzMip,Saved,0.217,0.471,269293,0.468,2OezgBTkkaMfwfCYCBzMip,0.0768,5,0.108,-8.47,1,0.033,122.808,4,0.224
2535,Broken Bells,October,09zDgbs5NQH1kKFXHppYhr,Saved,0.123,0.546,218107,0.627,09zDgbs5NQH1kKFXHppYhr,3.68e-06,6,0.0923,-5.091,0,0.0276,143.996,4,0.41
2536,Broken Bells,Mongrel Heart,6bfhBRsQyP5bIxoInk9wx0,Saved,0.091,0.587,263693,0.75,6bfhBRsQyP5bIxoInk9wx0,0.0501,4,0.152,-5.629,0,0.0303,146.963,4,0.772
2537,Broken Bells,The Mall & Misery,2ZgJ3fxDrGSi3VKe84YDAe,Saved,0.364,0.585,246973,0.653,2ZgJ3fxDrGSi3VKe84YDAe,0.0117,3,0.133,-6.473,0,0.0377,136.937,4,0.284
2538,Broken Bells,Perfect World,3LqnOFWrX9I5jTjA7cUWjD,Saved,0.0158,0.553,384427,0.885,3LqnOFWrX9I5jTjA7cUWjD,0.00198,1,0.0927,-7.334,0,0.0328,155.988,4,0.767
2539,Broken Bells,After the Disco,1MmDfBzGsWKXb0rQfTyvOy,Saved,0.00226,0.729,219293,0.74,1MmDfBzGsWKXb0rQfTyvOy,0.0305,9,0.13,-5.444,1,0.0258,115.984,4,0.966
2540,Broken Bells,Holding on for Life,757PJjXAgywxrYkdhMkEV9,Saved,0.00648,0.342,236867,0.587,757PJjXAgywxrYkdhMkEV9,0.0995,11,0.207,-7.273,0,0.0537,168.847,4,0.484
2541,Broken Bells,Leave It Alone,7uLpd43d2fKFDUD3IyXeAi,Saved,0.641,0.499,330853,0.444,7uLpd43d2fKFDUD3IyXeAi,0.00348,1,0.122,-8.749,1,0.026,141.987,4,0.484
2542,Broken Bells,The Changing Lights,1TefJ43egrnGQfvBvAcZvQ,Saved,0.286,0.668,228547,0.764,1TefJ43egrnGQfvBvAcZvQ,0.0352,4,0.183,-7.051,0,0.0373,133.059,4,0.886
2543,Broken Bells,Control,1QZJiYulh7ak7GpZ8OAdwI,Saved,0.00676,0.741,221427,0.634,1QZJiYulh7ak7GpZ8OAdwI,2.59e-05,9,0.337,-6.625,0,0.0264,113.999,4,0.951
2544,Broken Bells,Lazy Wonderland,67oZ3miFAzcJSt8878Ppk0,Saved,0.481,0.649,201787,0.436,67oZ3miFAzcJSt8878Ppk0,1.62e-05,3,0.0758,-8.01,1,0.0266,124.939,4,0.614
2545,Broken Bells,Medicine,3jaOfXYnWg49JrTZnrryx4,Saved,0.18,0.765,208693,0.686,3jaOfXYnWg49JrTZnrryx4,0.000837,11,0.153,-7.191,0,0.0367,122.021,4,0.569
2546,Broken Bells,No Matter What You're Told,0JgZO1d9PMhgrA1F3GCbsQ,Saved,0.163,0.725,230720,0.797,0JgZO1d9PMhgrA1F3GCbsQ,0.0,7,0.171,-7.167,1,0.0378,124.969,4,0.934
2547,Broken Bells,The Angel and the Fool,0fd0506d5oBAQDyBF6TZ05,Saved,0.613,0.597,195080,0.323,0fd0506d5oBAQDyBF6TZ05,0.828,5,0.0799,-11.992,1,0.039,75.006,4,0.358
2548,Broken Bells,The Remains of Rock & Roll,3DXJaOI3mI10QkPhRu3r2p,Saved,0.012,0.622,294520,0.676,3DXJaOI3mI10QkPhRu3r2p,1.82e-05,0,0.0804,-6.385,1,0.0252,111.984,3,0.709
2549,Ben Folds Five,Draw A Crowd,2jw9uRjSU1yGjMv3YMhbho,Saved,0.101,0.722,254347,0.746,2jw9uRjSU1yGjMv3YMhbho,0.0,2,0.0509,-6.904,0,0.0367,112.214,4,0.678
2550,Ben Folds,"Brick - Live at the Roseland Ballroom, New York, NY - June 2002",2MJXjdGrbCponEkXlSqcrU,Saved,0.865,0.484,285267,0.294,2MJXjdGrbCponEkXlSqcrU,5.99e-06,2,0.957,-10.569,1,0.0277,94.15,4,0.236
2551,Ben Folds,Landed,4mrVwQQiv8AkXoJWehbWsK,Saved,0.0557,0.413,266773,0.684,4mrVwQQiv8AkXoJWehbWsK,4.76e-05,10,0.244,-6.099,1,0.0291,83.199,4,0.306
2552,Ben Folds,Sentimental Guy,6gCqRe4UpggXFigPIVHVvl,Saved,0.73,0.501,181760,0.408,6gCqRe4UpggXFigPIVHVvl,0.00301,2,0.149,-8.254,1,0.027,106.621,4,0.304
2553,Ben Folds,Brainwascht,0vCbDjFTaqwUlcnVQ3Cpzr,Saved,0.0275,0.606,226853,0.97,0vCbDjFTaqwUlcnVQ3Cpzr,0.000105,7,0.383,-4.073,1,0.0488,119.121,4,0.85
2554,Ben Folds,Bitch Went Nuts,0uKxotBI3EH5JrPfnKnCgp,Saved,0.0438,0.218,186280,0.976,0uKxotBI3EH5JrPfnKnCgp,0.000887,3,0.139,-2.878,1,0.0863,179.43,4,0.476
2555,Ben Folds,The Frown Song,3xG4wyEXExc6vQqsXnAUPJ,Saved,0.0015,0.593,217707,0.785,3xG4wyEXExc6vQqsXnAUPJ,0.0,9,0.0786,-4.6,1,0.034,126.095,4,0.363
